CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Average_purchase_amt,Cash_advance_per_trx,Payment_to_Crlimit,Utilization,Oneoff_ratio,Installment_ratio,cluster_label
C10212,4559.779234,1.0,10848.5,8208.0,2640.5,0.0,1.0,0.666667,1.0,0.0,0,123,7500.0,9423.715495,2925.275522,0.0,12,88.19918699186992,0.0,1.2564953993333334,0.6079705645333333,0.756602295248191,0.243397704751809,0
C10228,2422.311938,1.0,4490.69,3456.25,1034.44,188.783221,1.0,0.916667,1.0,0.083333,1,52,8500.0,5763.666926,582.589765,0.0,12,86.35942307692306,188.783221,0.6780784618823529,0.2849778750588235,0.7696478714852284,0.23035212851477171,0
C10229,9047.621884,1.0,11188.62,6099.16,5089.46,0.0,1.0,0.75,1.0,0.0,0,151,10000.0,11994.41815,8517.258683,0.0,12,74.09682119205299,0.0,1.199441815,0.9047621884,0.5451217397677283,0.4548782602322717,0
C10233,6571.484039,1.0,9325.22,9325.22,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,8500.0,11036.72668,1824.680131,0.0,12,1865.0439999999999,0.0,1.2984384329411764,0.7731157692941176,1.0,0.0,0
C10238,2723.369217,0.909091,10410.49,1158.84,9251.65,0.0,0.75,0.666667,0.583333,0.0,0,41,19500.0,9695.650901,726.696049,0.363636,12,253.91439024390243,0.0,0.4972128667179488,0.13965995984615384,0.11131464513197745,0.8886853548680226,0
C10251,1272.927288,1.0,5350.19,4783.34,566.85,0.0,1.0,1.0,0.916667,0.0,0,101,8000.0,5825.602115,318.305326,0.166667,12,52.97217821782178,0.0,0.728200264375,0.159115911,0.8940504916647821,0.10594950833521802,0
C10253,2814.207626,1.0,3197.24,2080.02,1117.22,0.0,1.0,0.666667,1.0,0.0,0,49,3000.0,3574.480603,1328.897516,0.0,12,65.24979591836734,0.0,1.1914935343333333,0.9380692086666667,0.6505673643517534,0.34943263564824667,0
C10258,7938.559134,1.0,3677.52,3543.73,133.79,0.0,1.0,1.0,0.5,0.0,0,98,12500.0,2657.856602,1912.298544,0.0,12,37.52571428571429,0.0,0.21262852816,0.63508473072,0.9636195044486502,0.03638049555134982,0
C10272,2903.781184,1.0,3014.23,1340.34,1673.89,103.610197,1.0,0.833333,1.0,0.083333,1,93,4500.0,1350.370286,655.633916,0.0,12,32.41107526881721,103.610197,0.3000822857777778,0.6452847075555556,0.44467077827504864,0.5553292217249514,0
C10273,2041.480046,1.0,7323.38,4944.88,2378.5,191.331735,1.0,0.833333,0.75,0.083333,1,81,3000.0,3792.095079,1737.893866,0.083333,12,90.4120987654321,191.331735,1.264031693,0.6804933486666667,0.6752182735294359,0.32478172647056414,0
C10274,7755.698607,1.0,8533.54,4072.76,4460.78,7540.30735,1.0,0.5,0.833333,0.5,12,72,10000.0,4758.209146,7256.951816,0.0,6,118.52138888888891,628.3589458333333,0.47582091460000003,0.7755698607,0.4772650037381907,0.5227349962618092,0
C10276,8097.334733,1.0,3999.92,200.0,3799.92,0.0,1.0,0.083333,1.0,0.0,0,14,7500.0,5624.074339,9952.672511,0.0,12,285.7085714285714,0.0,0.7498765785333333,1.0796446310666665,0.0500010000200004,0.9499989999799996,0
C10280,2554.525229,1.0,6186.77,6099.08,87.69,1898.690655,0.916667,0.75,0.25,0.083333,1,38,10950.0,11198.92613,608.36886,0.083333,12,162.80973684210528,1898.690655,1.0227329799086757,0.23328997525114153,0.9858262065665928,0.014173793433407092,0
C10281,535.947221,1.0,4550.81,3016.98,1533.83,438.469118,1.0,0.916667,1.0,0.083333,1,99,8500.0,4317.191232,208.73456,0.916667,12,45.96777777777778,438.469118,0.5079048508235294,0.06305261423529412,0.6629545069998527,0.3370454930001472,0
C10284,5131.319584,1.0,32539.78,26547.43,5992.35,0.0,1.0,1.0,1.0,0.0,0,98,11500.0,26652.34432,1971.129435,0.083333,12,332.0385714285714,0.0,2.3175951582608696,0.44620170295652173,0.8158454052240058,0.1841545947759942,0
C10291,7645.108427,1.0,4693.15,4332.65,360.5,0.0,0.5,0.416667,0.333333,0.0,0,12,13500.0,4786.64868,1741.158024,0.0,12,391.0958333333333,0.0,0.35456656888888893,0.5663043279259259,0.9231859199045417,0.07681408009545829,0
C10301,280.142117,1.0,2236.49,758.52,1477.97,0.0,1.0,1.0,0.666667,0.0,0,34,10000.0,1986.838064,233.614975,1.0,12,65.77911764705881,0.0,0.1986838064,0.0280142117,0.3391564460382117,0.6608435539617884,0
C10306,635.090434,0.818182,5758.71,2252.37,3506.34,0.0,0.75,0.25,0.75,0.0,0,48,2900.0,7943.57021,197.416104,1.0,12,119.973125,0.0,2.7391621413793104,0.21899670137931032,0.39112405382455445,0.6088759461754456,0
C10312,2762.479434,1.0,2702.47,1526.31,1176.16,0.0,1.0,0.25,1.0,0.0,0,27,11000.0,7596.768364,1013.086448,0.083333,12,100.09148148148148,0.0,0.6906153058181818,0.251134494,0.5647833278445274,0.43521667215547266,0
C10322,1329.967543,1.0,2009.12,1296.68,712.44,1763.794583,1.0,1.0,1.0,0.25,10,36,2500.0,2715.972095,956.330023,0.0,12,55.80888888888889,176.3794583,1.086388838,0.5319870172,0.6453969897268457,0.35460301027315444,0
C10323,515.904786,1.0,5359.02,2399.78,2959.24,0.0,1.0,1.0,1.0,0.0,0,60,6000.0,0.0,237.65133325531704,0.0,12,89.31700000000001,0.0,0.0,0.08598413099999999,0.44780202350429743,0.5521979764957025,0
C10337,4194.033835,0.727273,2006.87,420.6,1586.27,0.0,0.666667,0.083333,0.666667,0.0,0,26,21000.0,19714.09728,1479.309409,0.1,12,77.18730769230768,0.0,0.9387665371428572,0.1997158969047619,0.20958009238266556,0.7904199076173345,0
C10344,361.319366,1.0,3095.96,1383.56,1712.4,0.0,1.0,0.916667,0.833333,0.0,0,32,14000.0,4003.782858,197.186568,0.583333,12,96.74875,0.0,0.28598448985714287,0.025808526142857145,0.44689207870902725,0.5531079212909727,0
C10348,498.208616,1.0,4786.61,4397.64,388.97,0.0,0.916667,0.833333,0.5,0.0,0,61,9000.0,3805.669705,163.459999,1.0,12,78.46901639344262,0.0,0.4228521894444444,0.05535651288888889,0.9187378959221664,0.0812621040778338,0
C10352,1132.386178,0.454545,2246.3,2246.3,0.0,14048.07181,0.333333,0.333333,0.0,0.416667,20,8,6000.0,32048.6122,406.790252,0.8,12,280.7875,702.4035905,5.3414353666666665,0.18873102966666666,1.0,0.0,0
C10355,260.838885,1.0,2854.11,1797.96,1056.15,0.0,1.0,0.833333,0.916667,0.0,0,51,9500.0,2437.332725,176.283228,1.0,12,55.96294117647059,0.0,0.25656133947368426,0.027456724736842106,0.6299546969107708,0.3700453030892292,0
C10359,3536.601227,1.0,2132.93,959.1,1173.83,5340.016172,1.0,0.333333,1.0,0.75,20,74,11000.0,8251.146946,834.025674,0.0,12,28.823378378378376,267.00080859999997,0.7501042678181818,0.32150920245454545,0.4496631394372999,0.5503368605627001,0
C10362,1732.715258,1.0,3244.16,2480.85,763.31,0.0,1.0,0.666667,0.5,0.0,0,29,11500.0,5674.185857,563.827502,0.0,12,111.86758620689655,0.0,0.49340746582608697,0.150670892,0.7647125912408759,0.23528740875912407,0
C10367,1937.246177,1.0,3018.93,1702.62,1316.31,0.0,1.0,1.0,1.0,0.0,0,99,5000.0,3909.837604,444.12429,0.166667,12,30.494242424242422,0.0,0.7819675208,0.3874492354,0.5639812781349683,0.43601872186503166,0
C10375,1903.688611,1.0,6079.5,4719.5,1360.0,10227.22894,0.916667,0.25,0.666667,0.25,22,31,7300.0,18552.39489,762.263884,0.416667,12,196.11290322580646,464.87404272727275,2.5414239575342465,0.26077926178082195,0.7762973928777037,0.22370260712229625,0
C10382,426.372628,1.0,5749.96,5439.96,310.0,0.0,1.0,1.0,0.25,0.0,0,50,12000.0,5711.540654,202.73209,0.833333,12,114.9992,0.0,0.4759617211666667,0.035531052333333334,0.9460865814718711,0.05391341852812889,0
C10385,1128.229387,1.0,5068.88,3529.88,1539.0,0.0,1.0,1.0,1.0,0.0,0,76,4500.0,3904.568067,373.931063,0.083333,12,66.69578947368421,0.0,0.8676817926666667,0.2507176415555556,0.6963826328498604,0.30361736715013965,0
C10388,11278.95243,1.0,6855.59,2762.92,4092.67,0.0,0.916667,0.75,0.833333,0.0,0,39,18500.0,4868.088671,2861.890896,0.0,12,175.78435897435898,0.0,0.2631399281621622,0.6096731043243243,0.4030170999140847,0.5969829000859153,0
C10397,507.144348,1.0,5708.18,4584.78,1123.4,0.0,1.0,0.75,0.75,0.0,0,47,4000.0,5589.952268,232.131169,1.0,12,121.45063829787235,0.0,1.397488067,0.126786087,0.8031947135514296,0.19680528644857032,0
C10407,11209.37076,1.0,11147.33,1137.4,10009.93,2728.576925,1.0,0.25,1.0,0.166667,8,126,11000.0,7932.77402,17494.90735,0.0,12,88.47087301587301,341.072115625,0.7211612745454545,1.0190337054545455,0.10203340172041198,0.897966598279588,0
C10430,681.615445,1.0,4117.24,290.0,3827.24,0.0,1.0,0.166667,1.0,0.0,0,229,6000.0,4561.589382,199.730537,0.0,12,17.979213973799126,0.0,0.760264897,0.11360257416666666,0.07043553448426616,0.9295644655157338,0
C10432,6404.955912,1.0,3970.8,2267.0,1703.8,0.0,1.0,0.583333,0.916667,0.0,0,64,7500.0,3879.252512,1868.983718,0.0,12,62.04375,0.0,0.5172336682666667,0.8539941216000001,0.5709176992041906,0.4290823007958094,0
C10438,6032.740391,1.0,7553.48,2643.53,4909.95,0.0,0.916667,0.75,1.0,0.0,0,85,13500.0,5377.338091,1365.123434,0.0,12,88.86447058823529,0.0,0.39832134007407405,0.4468696585925926,0.34997511080985194,0.6500248891901481,0
C10477,1492.039988,1.0,4106.15,2688.46,1417.69,734.816479,0.333333,0.25,0.416667,0.083333,1,50,12000.0,9678.173119,606.899183,0.5,12,82.12299999999999,734.816479,0.8065144265833333,0.12433666566666667,0.6547398414573262,0.34526015854267383,0
C10487,6426.639738,1.0,4462.86,2816.46,1646.4,4599.625146,1.0,0.833333,0.916667,0.333333,11,103,11800.0,1793.043228,3101.01703,0.0,12,43.32873786407767,418.14774054545455,0.1519528159322034,0.5446304862711864,0.6310885844503301,0.36891141554967,0
C10497,150.952465,0.727273,6407.67,3725.33,2682.34,0.0,1.0,0.666667,1.0,0.0,0,44,14500.0,3484.429075,108.937025,0.3,12,145.62886363636363,0.0,0.24030545344827586,0.010410514827586205,0.5813860576465392,0.4186139423534608,0
C10506,285.813075,1.0,3220.09,2941.39,278.7,0.0,1.0,1.0,0.416667,0.0,0,24,15000.0,826.764555,212.075152,1.0,12,134.17041666666668,0.0,0.055117637,0.019054205,0.91344962407883,0.0865503759211699,0
C10507,204.329381,1.0,6558.55,6558.55,0.0,0.0,1.0,1.0,0.0,0.0,0,74,7000.0,5872.707939,169.703195,0.916667,12,88.62905405405405,0.0,0.838958277,0.029189911571428574,1.0,0.0,0
C10509,327.445978,1.0,4305.05,2905.71,1399.34,0.0,1.0,0.916667,0.916667,0.0,0,38,9500.0,4030.061017,197.534405,0.666667,12,113.29078947368421,0.0,0.42421694915789476,0.03446799768421053,0.674953833288812,0.32504616671118797,0
C10512,4263.008734,1.0,3522.57,1482.0,2040.57,2485.845274,1.0,0.333333,1.0,0.25,6,25,6000.0,1165.621928,1520.54755,0.0,12,140.9028,414.3075456666666,0.19427032133333333,0.7105014556666667,0.4207155571074528,0.5792844428925471,0
C10514,813.185305,1.0,8194.05,7280.27,913.78,0.0,1.0,1.0,1.0,0.0,0,121,6000.0,7069.804042,216.277252,0.583333,12,67.7194214876033,0.0,1.1783006736666666,0.13553088416666667,0.8884824964455917,0.11151750355440838,0
C10523,13479.28821,1.0,41050.4,40624.06,426.34,0.0,0.833333,0.666667,0.416667,0.0,0,157,17000.0,36066.75068,15914.48462,0.083333,12,261.4675159235669,0.0,2.1215735694117646,0.7928993064705883,0.9896142303120066,0.010385769687993296,0
C10529,2643.343414,1.0,26402.39,22257.39,4145.0,0.0,1.0,1.0,0.333333,0.0,0,114,16500.0,24529.27662,534.032339,1.0,12,231.59991228070174,0.0,1.4866228254545455,0.16020263115151515,0.8430066368991596,0.1569933631008405,0
C10532,5036.870531,1.0,1752.15,1564.16,187.99,1072.351863,1.0,0.916667,0.583333,0.25,4,53,10300.0,1489.597574,1549.64691,0.0,12,33.05943396226415,268.08796575,0.14462112368932037,0.4890165564077669,0.8927089575664184,0.1072910424335816,0
C10534,2549.128288,1.0,13771.63,4503.31,9268.32,0.0,1.0,0.5,1.0,0.0,0,83,14500.0,16826.42443,451.636081,0.25,12,165.92325301204818,0.0,1.160443064137931,0.1758019508965517,0.32699905530427414,0.6730009446957259,0
C10537,1191.584153,1.0,4238.79,2220.39,2018.4,0.0,1.0,0.5,1.0,0.0,0,33,10500.0,3528.728592,287.515344,0.083333,12,128.4481818181818,0.0,0.3360693897142857,0.11348420504761905,0.5238263749796522,0.4761736250203478,0
C10548,4507.733288,1.0,4754.32,3636.53,1117.79,0.0,1.0,0.833333,0.75,0.0,0,43,9500.0,1924.73689,957.077692,0.0,12,110.56558139534883,0.0,0.20260388315789474,0.4744982408421053,0.7648896161806527,0.23511038381934746,0
C10558,2883.906333,1.0,4620.34,4300.42,319.92,0.0,1.0,0.583333,1.0,0.0,0,21,7500.0,6476.333335,1090.368608,0.083333,12,220.01619047619047,0.0,0.8635111113333334,0.3845208444,0.9307583424596458,0.06924165754035418,0
C10560,3366.051663,1.0,6344.3,4438.8,1905.5,0.0,1.0,0.833333,0.666667,0.0,0,54,12000.0,2890.901993,694.340138,0.083333,12,117.48703703703704,0.0,0.24090849941666667,0.28050430525000003,0.6996516558170326,0.30034834418296735,0
C10563,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,1.0,0.666667,1.0,0.75,23,60,5000.0,5174.255034,6174.387335,0.0,12,37.9035,124.11092860869566,1.0348510067999999,1.0132922502,0.5640859902999282,0.43591400970007166,0
C10568,950.563525,0.909091,7479.95,7479.95,0.0,0.0,0.818182,0.818182,0.0,0.0,0,14,15000.0,7521.226078,319.437528,0.888889,11,534.2821428571428,0.0,0.5014150718666667,0.06337090166666667,1.0,0.0,0
C10569,5178.179489,1.0,3937.59,2606.42,1331.17,0.0,1.0,0.75,0.833333,0.0,0,54,9500.0,1248.498168,1143.849403,0.0,12,72.91833333333334,0.0,0.13142085978947368,0.5450715251578947,0.6619328066152139,0.33806719338478614,0
C10570,531.455619,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0,21,16500.0,4924.941312,182.288774,1.0,12,300.0190476190476,0.0,0.2984812916363636,0.032209431454545454,1.0,0.0,0
C10572,492.070146,0.8,4924.41,4924.41,0.0,0.0,0.8,0.8,0.0,0.0,0,48,10500.0,3430.597877,149.408227,1.0,10,102.591875,0.0,0.32672360733333333,0.04686382342857143,1.0,0.0,0
C10574,11547.52001,1.0,49039.57,40761.25,8278.32,558.166886,1.0,1.0,0.916667,0.083333,1,101,22500.0,46930.59824,2974.069421,0.25,12,485.54029702970297,558.166886,2.0858043662222223,0.5132231115555556,0.8311910157450402,0.16880898425495983,0
C10575,8997.488544,1.0,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8,46,9000.0,4201.889848,7060.930982,0.0,12,100.10260869565218,231.816730375,0.46687664977777776,0.9997209493333333,0.8730889174586076,0.1269110825413923,0
C10584,1311.732049,1.0,10700.63,2912.65,7787.98,0.0,0.916667,0.5,1.0,0.0,0,222,6000.0,9853.313787,280.014823,0.818182,12,48.20103603603603,0.0,1.6422189644999998,0.21862200816666666,0.2721942539831767,0.7278057460168234,0
C10587,1202.975648,1.0,11313.77,10133.7,1180.07,0.0,1.0,1.0,0.833333,0.0,0,98,6000.0,10718.04224,281.611634,0.833333,12,115.44663265306123,0.0,1.7863403733333334,0.20049594133333334,0.8956961295836844,0.10430387041631568,0
C10589,4546.766836,1.0,3525.37,0.0,3525.37,0.0,1.0,0.0,1.0,0.0,0,66,15000.0,14083.96809,1442.933291,0.25,12,53.41469696969697,0.0,0.938931206,0.30311778906666664,0.0,1.0,0
C10598,3452.538704,1.0,11681.64,11681.64,0.0,0.0,1.0,1.0,0.0,0.0,0,141,10500.0,8145.713972,1198.614519,0.0,12,82.84851063829787,0.0,0.775782283047619,0.3288132099047619,1.0,0.0,0
C10605,313.387813,1.0,3608.88,2124.75,1484.13,0.0,1.0,0.75,0.75,0.0,0,37,15000.0,2419.651857,182.527745,1.0,12,97.5372972972973,0.0,0.16131012379999998,0.020892520866666667,0.5887560683647004,0.4112439316352996,0
C10608,2690.771926,1.0,12465.21,9805.73,2659.48,0.0,1.0,0.583333,1.0,0.0,0,79,13000.0,9290.702248,653.194444,0.0,12,157.78746835443036,0.0,0.7146694036923077,0.20698245584615385,0.7866477981518162,0.21335220184818388,0
C10609,15244.74865,1.0,7823.74,7564.81,258.93,2621.049473,1.0,1.0,1.0,0.083333,2,62,19000.0,11123.40918,4467.520244,0.0,12,126.18935483870968,1310.5247365,0.5854425884210527,0.8023551921052632,0.9669045750497844,0.03309542495021563,0
C10611,2492.726282,1.0,27957.68,23032.97,4924.71,0.0,1.0,1.0,0.916667,0.0,0,70,9000.0,27255.00752,537.372671,1.0,12,399.39542857142857,0.0,3.0283341688888887,0.2769695868888889,0.8238512637672368,0.17614873623276323,0
C10613,4114.723127,1.0,1841.62,1456.94,384.68,4004.273974,1.0,1.0,0.25,0.416667,8,21,7500.0,7780.322889,950.496396,0.0,12,87.69619047619047,500.53424675,1.0373763852,0.5486297502666667,0.7911186889803543,0.20888131101964577,0
C10616,8781.831676,1.0,11674.64,9400.96,2273.68,0.0,1.0,1.0,0.916667,0.0,0,93,16000.0,10377.3612,2372.97281,0.0,12,125.53376344086021,0.0,0.648585075,0.54886447975,0.8052462431389747,0.19475375686102525,0
C10635,7155.328723,1.0,3837.59,1860.18,1977.41,14811.68818,1.0,0.916667,1.0,0.916667,51,52,9500.0,17739.94594,2500.582848,0.0,12,73.7998076923077,290.4252584313725,1.8673627305263159,0.7531924971578947,0.4847260911144755,0.5152739088855245,0
C10641,837.950585,1.0,8273.18,2904.89,5368.29,0.0,1.0,1.0,1.0,0.0,0,53,7000.0,7883.621179,208.069929,1.0,12,156.09773584905662,0.0,1.1262315969999999,0.11970722642857144,0.35112133423907127,0.6488786657609287,0
C10644,3774.063585,1.0,7680.08,5050.97,2629.11,0.0,1.0,0.583333,1.0,0.0,0,64,11500.0,2529.085319,1256.196236,0.0,12,120.00125,0.0,0.2199204625217391,0.32817944217391304,0.6576715346715138,0.3423284653284862,0
C10645,1088.031913,1.0,9734.63,3756.01,5978.62,0.0,1.0,1.0,1.0,0.0,0,194,8500.0,8571.945329,204.762568,0.083333,12,50.17850515463917,0.0,1.0084641563529413,0.12800375447058823,0.38584003706355563,0.6141599629364445,0
C10647,5248.392421,1.0,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000.0,8495.972927,1183.069705,0.25,12,71.82196581196581,261.7583906666667,0.6535363790000001,0.4037224939230769,0.888914540584089,0.1110854594159109,0
