CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Average_purchase_amt,Cash_advance_per_trx,Payment_to_Crlimit,Utilization,Oneoff_ratio,Installment_ratio,cluster_label
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,1614.8860867789379,0.0,12,0.0,285.6640508333333,0.0,0.87641782775,0.0,0.0,3
C10104,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,0.0,0.0,7,0.0,89.849004,0.04600714266666666,0.0,0.0,0.0,3
C10109,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,0.0,920.309805,0.5592225637499999,0.215518095,0.0,0.0,3
C10112,4986.400804,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40,0,8000.0,1241.538024,1439.230899,0.0,12,0.0,135.98668907500002,0.155192253,0.6233001005,0.0,0.0,3
C10116,3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2,0,4200.0,0.0,1563.1458891699021,0.0,12,0.0,504.174336,0.0,0.8079407704761905,0.0,0.0,3
C10118,6458.56209,1.0,0.0,0.0,0.0,3360.228794,0.0,0.0,0.0,0.25,11,0,7000.0,1277.76778,2760.115734,0.0,12,0.0,305.4753449090909,0.18253825428571427,0.9226517271428571,0.0,0.0,3
C10122,1785.626943,1.0,0.0,0.0,0.0,576.206382,0.0,0.0,0.0,0.25,10,0,1800.0,687.691735,2439.136113,0.0,12,0.0,57.620638199999995,0.3820509638888889,0.9920149683333334,0.0,0.0,3
C10124,2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4,0,3000.0,932.418855,709.207016,0.0,12,0.0,127.25595025,0.310806285,0.887543284,0.0,0.0,3
C10128,2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2,0,3200.0,1065.426905,1412.648089,0.0,12,0.0,499.424335,0.3329459078125,0.89887388875,0.0,0.0,3
C10130,14224.11541,1.0,0.0,0.0,0.0,4614.427403,0.0,0.0,0.0,0.333333,9,0,19000.0,3066.614272,3406.258999,0.0,12,0.0,512.7141558888889,0.16140075115789473,0.7486376531578948,0.0,0.0,3
C10132,57.453201,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1,0,1200.0,385.853874,84.697292,0.166667,8,0.0,272.713302,0.321544895,0.0478776675,0.0,0.0,3
C10134,11167.23403,1.0,150.64,150.64,0.0,8362.154254,0.083333,0.083333,0.0,0.5,14,1,17000.0,2606.059389,2894.077159,0.0,12,150.64,597.2967324285713,0.15329761111764706,0.6568961194117647,1.0,0.0,3
C10135,69.405545,0.090909,0.0,0.0,0.0,2799.714934,0.0,0.0,0.0,0.083333,3,0,13000.0,0.0,31.971636534811886,0.0,12,0.0,933.2383113333334,0.0,0.005338888076923077,0.0,0.0,3
C10139,9354.06045,1.0,796.33,796.33,0.0,13748.47131,0.083333,0.083333,0.0,0.666667,16,1,13000.0,10664.65866,2600.875721,0.083333,12,796.33,859.279456875,0.8203583584615384,0.7195431115384616,1.0,0.0,3
C10147,764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0,0.166667,3,0,7500.0,1566.806897,172.959728,0.0,12,0.0,435.70083866666664,0.20890758626666667,0.10187228746666667,0.0,0.0,3
C10148,5347.814547,1.0,0.0,0.0,0.0,4002.353384,0.0,0.0,0.0,0.5,9,0,7000.0,0.0,2463.468631393409,0.0,12,0.0,444.70593155555554,0.0,0.7639735067142857,0.0,0.0,3
C10163,1734.510004,1.0,0.0,0.0,0.0,66.275851,0.0,0.0,0.0,0.166667,2,0,1800.0,363.474455,2827.997525,0.0,12,0.0,33.1379255,0.20193025277777776,0.9636166688888889,0.0,0.0,3
C10166,2737.367678,1.0,0.0,0.0,0.0,429.691164,0.0,0.0,0.0,0.416667,5,0,3000.0,778.827993,721.798576,0.0,12,0.0,85.93823280000001,0.259609331,0.9124558926666667,0.0,0.0,3
C10167,4014.818167,1.0,0.0,0.0,0.0,988.356213,0.0,0.0,0.0,0.083333,1,0,8500.0,1009.185035,1177.149934,0.0,12,0.0,988.356213,0.11872765117647059,0.4723315490588235,0.0,0.0,3
C10171,5800.587339,1.0,0.0,0.0,0.0,369.950794,0.0,0.0,0.0,0.083333,1,0,6500.0,1346.365584,1972.526015,0.0,12,0.0,369.950794,0.20713316676923074,0.8923980521538462,0.0,0.0,3
C10176,840.804076,0.666667,0.0,0.0,0.0,3671.777443,0.0,0.0,0.0,0.222222,5,0,4000.0,3621.266477,193.171404,0.0,9,0.0,734.3554886,0.9053166192500001,0.210201019,0.0,0.0,3
C10179,2187.732265,0.857143,0.0,0.0,0.0,3905.326256,0.0,0.0,0.0,0.285714,9,0,3000.0,1423.788603,461.365626,0.2,7,0.0,433.9251395555555,0.474596201,0.7292440883333333,0.0,0.0,3
C10181,1608.451822,1.0,0.0,0.0,0.0,205.737165,0.0,0.0,0.0,0.166667,2,0,1800.0,470.565984,408.799147,0.0,12,0.0,102.8685825,0.2614255466666667,0.8935843455555555,0.0,0.0,3
C10183,2933.240476,1.0,0.0,0.0,0.0,2040.433925,0.0,0.0,0.0,0.583333,13,0,3000.0,2431.578544,1739.74883,0.0,12,0.0,156.9564557692308,0.8105261813333333,0.9777468253333333,0.0,0.0,3
C10188,2881.253586,1.0,117.0,0.0,117.0,17661.49486,0.25,0.0,0.166667,0.75,28,3,4500.0,17301.83238,931.618475,0.166667,12,39.0,630.7676735714285,3.84485164,0.6402785746666666,0.0,1.0,3
C10192,1706.014379,1.0,147.78,0.0,147.78,1657.090283,0.166667,0.0,0.166667,0.25,4,2,6000.0,1186.062765,374.595505,0.0,12,73.89,414.27257075,0.1976771275,0.28433572983333333,0.0,1.0,3
C10206,5698.539876,1.0,47.55,0.0,47.55,2039.52804,0.166667,0.0,0.166667,0.75,14,2,6000.0,2976.579866,3463.174962,0.0,12,23.775,145.68057428571427,0.49609664433333334,0.949756646,0.0,1.0,3
C10211,8350.145568,1.0,1989.28,842.8,1146.48,893.757903,0.333333,0.166667,0.166667,0.083333,2,8,14000.0,4720.900413,2557.044576,0.0,12,248.66,446.8789515,0.33720717235714287,0.5964389691428571,0.4236708758947961,0.5763291241052039,3
C10214,1570.682346,1.0,645.32,645.32,0.0,1665.331678,0.166667,0.166667,0.0,0.416667,9,2,1800.0,2591.391006,808.217224,0.0,12,322.66,185.0368531111111,1.43966167,0.8726013033333334,1.0,0.0,3
C10215,7201.736985,1.0,987.1,862.1,125.0,5468.620604,0.333333,0.333333,0.083333,0.25,16,9,10500.0,1941.541158,2391.987571,0.0,12,109.67777777777778,341.78878775,0.1849086817142857,0.6858797128571428,0.8733664269071016,0.12663357309289838,3
C10216,6467.885013,1.0,1464.14,978.71,485.43,3947.86784,0.833333,0.583333,0.666667,0.416667,10,23,11500.0,1658.563509,1887.413517,0.0,12,63.65826086956522,394.786784,0.14422291382608696,0.5624247837391304,0.6684538363817667,0.3315461636182332,3
C10218,5635.860679,1.0,393.62,153.72,239.9,5933.467329,0.916667,0.916667,0.166667,0.75,24,15,10000.0,1919.630466,1731.549385,0.0,12,26.241333333333333,247.227805375,0.19196304660000002,0.5635860679,0.39052893653777754,0.6094710634622225,3
C10220,2458.376257,0.818182,0.0,0.0,0.0,102.275984,0.0,0.0,0.0,0.083333,1,0,7500.0,4543.63481,647.20869,0.0,12,0.0,102.275984,0.6058179746666666,0.3277835009333333,0.0,0.0,3
C10227,2053.441598,1.0,493.85,441.35,52.5,1738.33378,0.5,0.333333,0.25,0.833333,16,10,2000.0,2795.059574,2661.324808,0.0,12,49.385000000000005,108.64586125,1.3975297869999999,1.026720799,0.8936924167257264,0.10630758327427356,3
C10237,1.045584,0.333333,0.0,0.0,0.0,466.643895,0.0,0.0,0.0,0.111111,1,0,1200.0,1068.581252,25.537,0.5,9,0.0,466.643895,0.8904843766666666,0.0008713200000000001,0.0,0.0,3
C10245,7623.224897,1.0,300.0,0.0,300.0,2800.728343,0.5,0.0,0.416667,0.25,3,6,12000.0,1975.974183,1774.584333,0.0,12,50.0,933.5761143333334,0.16466451525,0.6352687414166667,0.0,1.0,3
C10246,3421.571922,1.0,126.69,42.88,83.81,154.341344,0.333333,0.083333,0.25,0.083333,1,5,10500.0,2515.435738,975.504012,0.0,12,25.338,154.341344,0.23956530838095239,0.32586399257142856,0.3384639671639435,0.6615360328360566,3
C10249,3215.511032,0.818182,1112.2,1112.2,0.0,7616.064965,0.25,0.25,0.0,0.25,4,4,7200.0,0.0,1481.223870351884,0.0,12,278.05,1904.01624125,0.0,0.4465987544444444,1.0,0.0,3
C10257,9612.21512,1.0,319.92,0.0,319.92,13439.5704,1.0,0.0,1.0,0.416667,12,12,12000.0,10993.89211,2501.560923,0.0,12,26.66,1119.9642000000001,0.9161576758333334,0.8010179266666667,0.0,1.0,3
C10259,2344.478291,1.0,1041.63,1041.63,0.0,4003.968939,0.25,0.25,0.0,0.333333,6,14,4000.0,3033.665478,716.70488,0.0,12,74.40214285714286,667.3281565,0.7584163695,0.5861195727499999,1.0,0.0,3
C10263,5335.302925,1.0,0.0,0.0,0.0,468.958688,0.0,0.0,0.0,0.166667,2,0,6000.0,1350.318606,1249.937085,0.0,12,0.0,234.479344,0.225053101,0.8892171541666667,0.0,0.0,3
C10270,1668.591831,1.0,0.0,0.0,0.0,1716.941235,0.0,0.0,0.0,0.166667,5,0,1800.0,2166.981163,568.063083,0.083333,12,0.0,343.388247,1.2038784238888889,0.9269954616666667,0.0,0.0,3
C10282,3905.365959,1.0,150.8,150.8,0.0,1659.19931,0.166667,0.166667,0.0,0.416667,5,2,7500.0,990.524408,989.783286,0.0,12,75.4,331.839862,0.13206992106666668,0.5207154612,1.0,0.0,3
C10285,5265.763713,1.0,410.24,44.71,365.53,15452.97758,0.916667,0.083333,0.916667,0.333333,13,21,16500.0,12005.3074,1055.547896,0.083333,12,19.535238095238096,1188.690583076923,0.7275943878787878,0.31913719472727275,0.10898498439937597,0.8910150156006239,3
C10295,272.711518,0.818182,0.0,0.0,0.0,682.156051,0.0,0.0,0.0,0.083333,2,0,3000.0,2755.877257,144.621645,0.181818,12,0.0,341.0780255,0.9186257523333333,0.09090383933333333,0.0,0.0,3
C10296,4246.430225,1.0,0.0,0.0,0.0,9270.408108,0.0,0.0,0.0,0.666667,16,0,7000.0,6010.525656,1793.262654,0.083333,12,0.0,579.40050675,0.8586465222857143,0.6066328892857143,0.0,0.0,3
C10297,2420.761135,1.0,0.0,0.0,0.0,567.233798,0.0,0.0,0.0,0.083333,2,0,3000.0,871.713321,609.206784,0.0,12,0.0,283.616899,0.290571107,0.8069203783333334,0.0,0.0,3
C10300,5469.851311,1.0,0.0,0.0,0.0,512.792701,0.0,0.0,0.0,0.166667,3,0,6000.0,1362.966798,2019.027883,0.0,12,0.0,170.9309003333333,0.227161133,0.9116418851666668,0.0,0.0,3
C10302,5790.930626,1.0,464.51,399.41,65.1,2516.727082,0.416667,0.25,0.166667,0.166667,6,10,6000.0,1515.594331,2092.915898,0.0,12,46.451,419.4545136666666,0.25259905516666664,0.9651551043333334,0.8598523174958559,0.14014768250414414,3
C10304,3992.261885,1.0,0.0,0.0,0.0,348.834361,0.0,0.0,0.0,0.583333,9,0,4000.0,1057.678259,1229.820066,0.0,12,0.0,38.75937344444444,0.26441956475,0.99806547125,0.0,0.0,3
C10307,1521.1681,1.0,245.98,245.98,0.0,2792.67597,0.166667,0.166667,0.0,0.25,3,2,6000.0,2261.523522,388.258009,0.0,12,122.99,930.89199,0.376920587,0.2535280166666667,1.0,0.0,3
C10308,5547.092593,1.0,0.0,0.0,0.0,3298.958165,0.0,0.0,0.0,0.083333,2,0,12000.0,1786.142816,1351.998523,0.0,12,0.0,1649.4790825,0.14884523466666666,0.4622577160833334,0.0,0.0,3
C10311,3621.70204,1.0,674.73,674.73,0.0,1684.957411,0.25,0.25,0.0,0.166667,8,12,4000.0,1139.058595,1403.477006,0.0,12,56.2275,210.619676375,0.28476464875,0.90542551,1.0,0.0,3
C10313,4338.606862,1.0,0.0,0.0,0.0,1817.569093,0.0,0.0,0.0,0.083333,4,0,8000.0,8019.800702,964.118618,0.0,12,0.0,454.39227325,1.00247508775,0.54232585775,0.0,0.0,3
C10315,9261.310686,1.0,0.0,0.0,0.0,8603.045938,0.0,0.0,0.0,0.416667,10,0,11000.0,1933.413908,2576.552758,0.0,12,0.0,860.3045937999999,0.17576490072727272,0.8419373350909092,0.0,0.0,3
C10319,1613.34907,0.909091,0.0,0.0,0.0,1606.322681,0.0,0.0,0.0,0.181818,3,0,4500.0,312.433361,648.139459,0.0,11,0.0,535.4408936666667,0.06942963577777778,0.3585220155555556,0.0,0.0,3
C10324,927.041961,1.0,0.0,0.0,0.0,402.974164,0.0,0.0,0.0,0.333333,5,0,1000.0,719.974244,339.553093,0.0,12,0.0,80.59483279999999,0.719974244,0.927041961,0.0,0.0,3
C10325,1872.767651,1.0,0.0,0.0,0.0,3394.509419,0.0,0.0,0.0,0.166667,3,0,5500.0,1151.721386,627.015802,0.0,12,0.0,1131.5031396666666,0.20940388836363635,0.34050320927272726,0.0,0.0,3
C10326,185.396312,1.0,0.0,0.0,0.0,842.456926,0.0,0.0,0.0,0.363636,7,0,1000.0,117.542764,137.6915,0.0,11,0.0,120.35098942857142,0.11754276400000001,0.185396312,0.0,0.0,3
C10327,4823.822993,0.857143,0.0,0.0,0.0,6481.300951,0.0,0.0,0.0,0.142857,4,0,7000.0,863.62306,1148.631716,0.0,7,0.0,1620.32523775,0.12337472285714286,0.6891175704285714,0.0,0.0,3
C10331,4732.37354,1.0,14.95,0.0,14.95,2173.356068,0.083333,0.0,0.083333,0.416667,11,1,5700.0,1289.284068,1172.289863,0.0,12,14.95,197.57782436363638,0.22619018736842103,0.8302409719298245,0.0,1.0,3
C10332,9206.811696,1.0,874.98,350.0,524.98,4653.693195,0.75,0.083333,0.666667,0.333333,9,16,12500.0,2055.100879,2199.077716,0.0,12,54.68625,517.0770216666666,0.16440807032000002,0.73654493568,0.4000091430661272,0.5999908569338728,3
C10333,6719.376505,1.0,0.0,0.0,0.0,2443.262416,0.0,0.0,0.0,0.333333,7,0,7500.0,1493.089193,2488.976669,0.0,12,0.0,349.037488,0.19907855906666666,0.8959168673333333,0.0,0.0,3
C10335,1867.649838,1.0,0.0,0.0,0.0,3264.573342,0.0,0.0,0.0,0.666667,9,0,4500.0,476.162309,401.970276,0.0,12,0.0,362.7303713333333,0.10581384644444444,0.41503329733333333,0.0,0.0,3
C10339,850.630114,1.0,0.05,0.05,0.0,1700.634586,0.083333,0.083333,0.0,0.333333,7,1,1000.0,1084.281127,367.409536,0.0,12,0.05,242.94779799999998,1.084281127,0.8506301140000001,1.0,0.0,3
C10341,2669.160638,1.0,0.0,0.0,0.0,142.141325,0.0,0.0,0.0,0.166667,2,0,3000.0,642.777061,1122.076137,0.0,12,0.0,71.0706625,0.21425902033333333,0.8897202126666666,0.0,0.0,3
C10345,2324.086254,0.909091,0.0,0.0,0.0,1600.758078,0.0,0.0,0.0,0.909091,13,0,2300.0,2147.890523,2077.873573,0.0,11,0.0,123.13523676923077,0.9338654447826087,1.010472284347826,0.0,0.0,3
C10346,2922.487907,1.0,71.07,0.0,71.07,3595.158425,0.25,0.0,0.166667,0.166667,9,3,9500.0,9226.751112,797.250949,0.0,12,23.689999999999998,399.4620472222222,0.9712369591578948,0.307630306,0.0,1.0,3
C10361,4211.539631,1.0,0.0,0.0,0.0,455.581546,0.0,0.0,0.0,0.083333,1,0,10500.0,1288.287239,1164.178674,0.0,12,0.0,455.581546,0.12269402276190476,0.40109901247619045,0.0,0.0,3
C10364,8939.461145,1.0,2490.17,905.17,1585.0,5309.949725,0.5,0.166667,0.416667,0.5,11,8,9500.0,3957.017497,4951.58548,0.0,12,311.27125,482.7227022727273,0.41652815757894734,0.9409959099999999,0.36349727127063614,0.6365027287293639,3
C10369,5135.604593,1.0,110.18,0.0,110.18,6551.99521,0.333333,0.0,0.333333,0.333333,17,4,6000.0,1716.998424,2463.472147,0.0,12,27.545,385.4114829411765,0.28616640400000004,0.8559340988333334,0.0,1.0,3
C10370,214.896542,0.636364,0.0,0.0,0.0,1192.015721,0.0,0.0,0.0,0.083333,1,0,3000.0,2298.902197,214.263752,0.2,12,0.0,1192.015721,0.7663007323333333,0.07163218066666667,0.0,0.0,3
C10371,1543.287931,1.0,0.0,0.0,0.0,36.481832,0.0,0.0,0.0,0.083333,1,0,1800.0,548.589391,529.340488,0.0,12,0.0,36.481832,0.3047718838888889,0.857382183888889,0.0,0.0,3
C10373,1261.05733,1.0,0.0,0.0,0.0,474.429843,0.0,0.0,0.0,0.25,3,0,1500.0,866.865018,354.381003,0.0,12,0.0,158.143281,0.577910012,0.8407048866666668,0.0,0.0,3
C10380,7760.940543,1.0,0.0,0.0,0.0,3423.085934,0.0,0.0,0.0,0.5,10,0,8000.0,2845.010795,2459.741299,0.0,12,0.0,342.3085934,0.35562634937500004,0.9701175678749999,0.0,0.0,3
C10381,6388.108487,1.0,0.0,0.0,0.0,3768.696678,0.0,0.0,0.0,0.25,3,0,8000.0,10973.14532,2384.817152,0.083333,12,0.0,1256.2322259999999,1.371643165,0.798513560875,0.0,0.0,3
C10384,282.934373,0.181818,0.0,0.0,0.0,2333.150712,0.0,0.0,0.0,0.083333,1,0,3000.0,0.0,130.33360571926772,0.0,12,0.0,2333.150712,0.0,0.09431145766666667,0.0,0.0,3
C10391,1528.571561,1.0,0.0,0.0,0.0,172.931118,0.0,0.0,0.0,0.166667,2,0,1600.0,353.582373,559.030296,0.0,12,0.0,86.465559,0.220988983125,0.955357225625,0.0,0.0,3
C10392,12474.72954,1.0,136.88,0.0,136.88,515.147607,0.166667,0.0,0.166667,0.166667,2,2,14000.0,3519.008859,3430.627754,0.0,12,68.44,257.5738035,0.25135777564285716,0.8910521100000001,0.0,1.0,3
C10393,566.147105,1.0,0.0,0.0,0.0,187.572355,0.0,0.0,0.0,0.083333,1,0,2000.0,1177.661577,190.365154,0.0,12,0.0,187.572355,0.5888307885,0.2830735525,0.0,0.0,3
C10398,816.82453,0.3,42.3,42.3,0.0,3967.709973,0.1,0.1,0.0,0.2,5,1,6000.0,361.853722,645.320421,0.0,10,42.3,793.5419946,0.060308953666666665,0.13613742166666667,1.0,0.0,3
C10400,7957.017218,1.0,0.0,0.0,0.0,4909.937494,0.0,0.0,0.0,0.25,4,0,9000.0,677.144841,27631.45072,0.0,12,0.0,1227.4843735,0.07523831566666667,0.8841130242222223,0.0,0.0,3
C10409,2502.264409,1.0,0.0,0.0,0.0,2368.872642,0.0,0.0,0.0,0.083333,2,0,10000.0,541.308981,724.956358,0.0,12,0.0,1184.436321,0.054130898100000005,0.2502264409,0.0,0.0,3
C10412,5066.744231,1.0,0.0,0.0,0.0,1974.503664,0.0,0.0,0.0,0.25,6,0,13000.0,1336.016317,1606.963379,0.0,12,0.0,329.08394400000003,0.10277048592307693,0.3897495562307692,0.0,0.0,3
C10416,3770.560441,0.875,964.06,260.0,704.06,5140.287889,0.875,0.125,0.75,0.625,24,8,6000.0,565.71913,1241.283569,0.0,8,120.5075,214.17866204166668,0.09428652166666666,0.6284267401666667,0.2696927577121756,0.7303072422878244,3
C10419,5523.999416,1.0,0.0,0.0,0.0,4087.167822,0.0,0.0,0.0,0.25,4,0,8000.0,0.0,2544.628120805983,0.0,12,0.0,1021.7919555,0.0,0.690499927,0.0,0.0,3
C10422,1874.843394,1.0,0.0,0.0,0.0,120.178123,0.0,0.0,0.0,0.083333,1,0,2100.0,444.783009,671.420908,0.0,12,0.0,120.178123,0.21180143285714284,0.8927825685714286,0.0,0.0,3
